Blocks,Block,Current,Height,,,,,,,,
2075,0,1873,3248,,,,,,,,
2076,1,1877,3251,,,,,,,,
2077,2,1881,3254,,,,,,,,
2078,3,1887,3256,,,,,,,,
2079,4,1893,3256,,,,,,,,
2080,0,1897,3257,,,,,,,,
2081,1,1901,3260,,,,,,,,
2082,2,1906,3262,,,,,,,,
2083,3,1912,3264,,,,,,,,
2084,4,1923,3264,,,,,,,,
2085,0,1931,3264,,,,,,,,
2086,1,1935,3267,,,,,,,,
2087,2,1940,3269,,,,,,,,
2088,3,1946,3271,,,,,,,,
2089,4,1952,3271,,,,,,,,
2090,0,1956,3272,,,,,,,,
2091,1,1961,3274,,,,,,,,
2092,2,1967,3275,,,,,,,,
2093,3,1973,3277,,,,,,,,
2094,4,1977,3279,,,,,,,,
2095,0,1981,3280,,,,,,,,
2096,1,1985,3283,,,,,,,,
2097,2,1990,3285,,,,,,,,
2098,3,1996,3287,,,,,,,,
2099,4,2000,3289,,,,,,,,
2100,0,2004,3290,,,,,,,,
2101,1,2009,3292,,,,,,,,
2102,2,2014,3294,,,,,,,,
2103,3,2020,3296,,,,,,,,
2104,4,2024,3298,,,,,,,,
2105,0,2028,3299,,,,,,,,
2106,1,2032,3302,,,,,,,,
2107,2,2036,3305,,,,,,,,
2108,3,2046,3305,,,,,,,,
2109,4,2052,3305,,,,,,,,
2110,0,2056,3306,,,,,,,,
2111,1,2060,3309,,,,,,,,
2112,2,2064,3312,,,,,,,,
2113,3,2070,3314,,,,,,,,
2114,4,2076,3314,,,,,,,,
2115,0,2080,3315,,,,,,,,
2116,1,2084,3318,,,,,,,,
2117,2,2088,3321,,,,,,,,
2118,3,2094,3323,,,,,,,,
2119,4,2100,3323,,,,,,,,
2120,0,2104,3324,,,,,,,,
2121,1,2109,3326,,,,,,,,
2122,2,2114,3328,,,,,,,,
2123,3,2120,3330,,,,,,,,
2124,4,2126,3330,,,,,,,,
2125,0,2130,3331,,,,,,,,
2126,1,2135,3333,,,,,,,,
2127,2,2140,3335,,,,,,,,
2128,3,2146,3337,,,,,,,,
2129,4,2150,3339,,,,,,,,
2130,0,2154,3340,,,,,,,,
2131,1,2158,3343,,,,,,,,
2132,2,2165,3343,,,,,,,,
2133,3,2171,3345,,,,,,,,
2134,4,2175,3347,,,,,,,,
2135,0,2179,3348,,,,,,,,
2136,1,2183,3351,,,,,,,,
2137,2,2187,3354,,,,,,,,
2138,3,2195,3354,,,,,,,,
2139,4,2199,3356,,,,,,,,
2140,0,2203,3357,,,,,,,,
2141,1,2208,3359,,,,,,,,
2142,2,2213,3361,,,,,,,,
2143,3,2219,3363,,,,,,,,
2144,4,2229,3363,,,,,,,,
2145,0,2233,3364,,,,,,,,
2146,1,2237,3367,,,,,,,,
2147,2,2241,3370,,,,,,,,
2148,3,2247,3372,,,,,,,,
2149,4,2251,3374,,,,,,,,
2150,0,2255,3375,,,,,,,,
2151,1,2259,3378,,,,,,,,
2152,2,2263,3381,,,,,,,,
2153,3,2284,3381,,,,,,,,
2154,4,2301,3381,,,,,,,,
2155,0,2305,3382,,,,,,,,
2156,1,2315,3382,,,,,,,,
2157,2,2319,3385,,,,,,,,
2158,3,2325,3387,,,,,,,,
2159,4,2329,3389,,,,,,,,
2160,0,2333,3390,,,,,,,,
2161,1,2337,3393,,,,,,,,
2162,2,2342,3395,,,,,,,,
2163,3,2346,3399,,,,,,,,
2164,4,2350,3401,,,,,,,,
2165,0,2354,3402,,,,,,,,
2166,1,2359,3404,,,,,,,,
2167,2,2363,3407,,,,,,,,
2168,3,2372,3407,,,,,,,,
2169,4,2376,3409,,,,,,,,
2170,0,2380,3410,,,,,,,,
2171,1,2385,3412,,,,,,,,
2172,2,2391,3413,,,,,,,,
2173,3,2397,3415,,,,,,,,
2174,4,2401,3417,,,,,,,,
2175,0,2405,3418,,,,,,,,
2176,1,2410,3420,,,,,,,,
2177,2,2414,3423,,,,,,,,
2178,3,2423,3423,,,,,,,,
2179,4,2429,3423,,,,,,,,
2180,0,2433,3424,,,,,,,,
2181,1,2438,3426,,,,,,,,
2182,2,2444,3427,,,,,,,,
2183,3,2450,3429,,,,,,,,
2184,4,2458,3429,,,,,,,,
2185,0,2462,3430,,,,,,,,
2186,1,2467,3432,,,,,,,,
2187,2,2471,3435,,,,,,,,
2188,3,2480,3435,,,,,,,,
2189,4,2485,3436,,,,,,,,
2190,0,2490,3436,,,,,,,,
2191,1,2494,3439,,,,,,,,
2192,2,2501,3439,,,,,,,,
2193,3,2505,3443,,,,,,,,
2194,4,2515,3443,,,,,,,,
2195,0,2523,3443,,,,,,,,
2196,1,2528,3445,,,,,,,,
2197,2,2533,3447,,,,,,,,
2198,3,2545,3447,,,,,,,,
2199,4,2552,3447,,,,,,,,
2200,0,2557,3447,,,,,,,,
2201,1,2561,3450,,,,,,,,
2202,2,2565,3453,,,,,,,,
2203,3,2576,3453,,,,,,,,
2204,4,2583,3453,,,,,,,,
2205,0,2588,3453,,,,,,,,
2206,1,2592,3456,,,,,,,,
2207,2,2596,3459,,,,,,,,
2208,3,2604,3459,,,,,,,,
2209,4,2614,3459,,,,,,,,
2210,0,2618,3460,,,,,,,,
2211,1,2623,3462,,,,,,,,
2212,2,2629,3463,,,,,,,,
2213,3,2634,3466,,,,,,,,
2214,4,2641,3466,,,,,,,,
2215,0,2646,3466,,,,,,,,
2216,1,2650,3469,,,,,,,,
2217,2,2654,3472,,,,,,,,
2218,3,2660,3474,,,,,,,,
2219,4,2664,3476,,,,,,,,
2220,0,2668,3477,,,,,,,,
2221,1,2673,3479,,,,,,,,
2222,2,2678,3481,,,,,,,,
2223,3,2684,3483,,,,,,,,
2224,4,2688,3485,,,,,,,,
2225,0,2692,3486,,,,,,,,
2226,1,2696,3489,,,,,,,,
2227,2,2703,3489,,,,,,,,
2228,3,2709,3491,,,,,,,,
2229,4,2715,3491,,,,,,,,
2230,0,2719,3492,,,,,,,,
2231,1,2724,3494,,,,,,,,
2232,2,2730,3495,,,,,,,,
2233,3,2736,3497,,,,,,,,
2234,4,2740,3499,,,,,,,,
2235,0,2744,3500,,,,,,,,
2236,1,2748,3503,,,,,,,,
2237,2,2753,3505,,,,,,,,
2238,3,2759,3507,,,,,,,,
2239,4,2768,3507,,,,,,,,
2240,0,2772,3508,,,,,,,,
2241,1,2776,3511,,,,,,,,
2242,2,2780,3514,,,,,,,,
2243,3,2786,3516,,,,,,,,
2244,4,2792,3516,,,,,,,,
2245,0,2796,3517,,,,,,,,
2246,1,2800,3520,,,,,,,,
2247,2,2805,3522,,,,,,,,
2248,3,2819,3522,,,,,,,,
2249,4,2825,3522,,,,,,,,
2250,0,2829,3523,,,,,,,,
2251,1,2833,3526,,,,,,,,
2252,2,2838,3528,,,,,,,,
2253,3,2862,3528,,,,,,,,
2254,4,2868,3528,,,,,,,,
2255,0,2872,3529,,,,,,,,
2256,1,2876,3532,,,,,,,,
2257,2,2880,3535,,,,,,,,
2258,3,2886,3537,,,,,,,,
2259,4,2898,3537,,,,,,,,
2260,0,2902,3538,,,,,,,,
2261,1,2906,3541,,,,,,,,
2262,2,2910,3544,,,,,,,,
2263,3,2927,3544,,,,,,,,
2264,4,2933,3544,,,,,,,,
2265,0,2937,3545,,,,,,,,
2266,1,2941,3548,,,,,,,,
2267,2,2945,3551,,,,,,,,
2268,3,2949,3555,,,,,,,,
2269,4,2963,3555,,,,,,,,
2270,0,2967,3556,,,,,,,,
2271,1,2971,3559,,,,,,,,
2272,2,2976,3561,,,,,,,,
2273,3,2980,3565,,,,,,,,
2274,4,2991,3565,,,,,,,,
2275,0,2995,3566,,,,,,,,
2276,1,2999,3569,,,,,,,,
2277,2,3004,3571,,,,,,,,
2278,3,3013,3571,,,,,,,,
2279,4,3019,3571,,,,,,,,
2280,0,3023,3572,,,,,,,,
2281,1,3029,3573,,,,,,,,
2282,2,3034,3575,,,,,,,,
2283,3,3041,3576,,,,,,,,
2284,4,3046,3577,,,,,,,,
2285,0,3050,3578,,,,,,,,
2286,1,3054,3581,,,,,,,,
2287,2,3058,3584,,,,,,,,
2288,3,3064,3586,,,,,,,,
2289,4,3068,3588,,,,,,,,
2290,0,3072,3589,,,,,,,,
2291,1,3077,3591,,,,,,,,
2292,2,3082,3593,,,,,,,,
2293,3,3088,3595,,,,,,,,
2294,4,3096,3595,,,,,,,,
2295,0,3100,3596,,,,,,,,
2296,1,3105,3598,,,,,,,,
2297,2,3109,3601,,,,,,,,
2298,3,3113,3605,,,,,,,,
2299,4,3123,3605,,,,,,,,
2300,0,3127,3606,,,,,,,,
2301,1,3131,3609,,,,,,,,
2302,2,3138,3609,,,,,,,,
2303,3,3144,3611,,,,,,,,
2304,4,3150,3611,,,,,,,,
2305,0,3154,3612,,,,,,,,
2306,1,3159,3614,,,,,,,,
2307,2,3165,3615,,,,,,,,
2308,3,3170,3618,,,,,,,,
2309,4,3179,3618,,,,,,,,
2310,0,3183,3619,,,,,,,,
2311,1,3188,3621,,,,,,,,
2312,2,3192,3624,,,,,,,,
2313,3,3201,3624,,,,,,,,
2314,4,3206,3625,,,,,,,,
2315,0,3211,3625,,,,,,,,
2316,1,3215,3628,,,,,,,,
2317,2,3220,3630,,,,,,,,
2318,3,3227,3631,,,,,,,,
2319,4,3237,3631,,,,,,,,
2320,0,3241,3632,,,,,,,,
2321,1,3246,3634,,,,,,,,
2322,2,3251,3636,,,,,,,,
2323,3,3255,3640,,,,,,,,
2324,4,3265,3640,,,,,,,,
2325,0,3269,3641,,,,,,,,
2326,1,3273,3644,,,,,,,,
2327,2,3277,3647,,,,,,,,
2328,3,3283,3649,,,,,,,,
2329,4,3302,3649,,,,,,,,
2330,0,3306,3650,,,,,,,,
2331,1,3310,3653,,,,,,,,
2332,2,3314,3656,,,,,,,,
2333,3,3324,3656,,,,,,,,
2334,4,3328,3658,,,,,,,,
2335,0,3332,3659,,,,,,,,
2336,1,3342,3659,,,,,,,,
2337,2,3349,3659,,,,,,,,
2338,3,3355,3661,,,,,,,,
2339,4,3361,3661,,,,,,,,
2340,0,3365,3662,,,,,,,,
2341,1,3369,3665,,,,,,,,
2342,2,3376,3665,,,,,,,,
2343,3,3382,3667,,,,,,,,
2344,4,3388,3667,,,,,,,,
2345,0,3392,3668,,,,,,,,
2346,1,3396,3671,,,,,,,,
2347,2,3400,3674,,,,,,,,
2348,3,3419,3674,,,,,,,,
2349,4,3423,3676,,,,,,,,
2350,0,3427,3677,,,,,,,,
2351,1,3432,3679,,,,,,,,
2352,2,3438,3680,,,,,,,,
2353,3,3444,3682,,,,,,,,
2354,4,3450,3682,,,,,,,,
2355,0,3454,3683,,,,,,,,
2356,1,3459,3685,,,,,,,,
2357,2,3463,3688,,,,,,,,
2358,3,3472,3688,,,,,,,,
2359,4,3476,3690,,,,,,,,
2360,0,3483,3690,,,,,,,,
2361,1,3489,3691,,,,,,,,
2362,2,3494,3693,,,,,,,,
2363,3,3500,3695,,,,,,,,
2364,4,3508,3695,,,,,,,,
2365,0,3512,3696,,,,,,,,
2366,1,3516,3699,,,,,,,,
2367,2,3520,3702,,,,,,,,
2368,3,3524,3706,,,,,,,,
2369,4,3534,3706,,,,,,,,
2370,0,3538,3707,,,,,,,,
2371,1,3543,3709,,,,,,,,
2372,2,3548,3711,,,,,,,,
2373,3,3554,3713,,,,,,,,
2374,4,3560,3713,,,,,,,,
2375,0,3564,3714,,,,,,,,
2376,1,3569,3716,,,,,,,,
2377,2,3573,3719,,,,,,,,
2378,3,3581,3719,,,,,,,,
2379,4,3585,3721,,,,,,,,
2380,0,3589,3722,,,,,,,,
2381,1,3594,3724,,,,,,,,
2382,2,3600,3725,,,,,,,,
2383,3,3605,3728,,,,,,,,
2384,4,3614,3728,,,,,,,,
2385,0,3618,3729,,,,,,,,
2386,1,3623,3731,,,,,,,,
2387,2,3627,3734,,,,,,,,
2388,3,3633,3736,,,,,,,,
2389,4,3644,3736,,,,,,,,
2390,0,3648,3737,,,,,,,,
2391,1,3652,3740,,,,,,,,
2392,2,3656,3743,,,,,,,,
2393,3,3664,3743,,,,,,,,
2394,4,3674,3743,,,,,,,,
2395,0,3678,3744,,,,,,,,
2396,1,3682,3747,,,,,,,,
2397,2,3686,3750,,,,,,,,
2398,3,3692,3752,,,,,,,,
2399,4,3698,3752,,,,,,,,
2400,0,3702,3753,,,,,,,,
2401,1,3706,3756,,,,,,,,
2402,2,3711,3758,,,,,,,,
2403,3,3727,3758,,,,,,,,
2404,4,3733,3758,,,,,,,,
2405,0,3737,3759,,,,,,,,
2406,1,3741,3762,,,,,,,,
2407,2,3746,3764,,,,,,,,
2408,3,3752,3766,,,,,,,,
2409,4,3763,3766,,,,,,,,
2410,0,3767,3767,,,,,,,,
2411,1,3771,3770,,,,,,,,
2412,2,3776,3772,,,,,,,,
2413,3,3782,3774,,,,,,,,
2414,4,3788,3774,,,,,,,,
2415,0,3792,3775,,,,,,,,
2416,1,3796,3778,,,,,,,,
2417,2,3801,3780,,,,,,,,
2418,3,3805,3784,,,,,,,,
2419,4,3815,3784,,,,,,,,
2420,0,3819,3785,,,,,,,,
2421,1,3824,3787,,,,,,,,
2422,2,3828,3790,,,,,,,,
2423,3,3844,3790,,,,,,,,
2424,4,3850,3790,,,,,,,,
2425,0,3854,3791,,,,,,,,
2426,1,3859,3793,,,,,,,,
2427,2,3864,3795,,,,,,,,
2428,3,3868,3799,,,,,,,,
2429,4,3872,3801,,,,,,,,
2430,0,3876,3802,,,,,,,,
2431,1,3881,3804,,,,,,,,
2432,2,3887,3805,,,,,,,,
2433,3,3893,3807,,,,,,,,
2434,4,3901,3807,,,,,,,,
2435,0,3907,3807,,,,,,,,
2436,1,3912,3809,,,,,,,,
2437,2,3917,3811,,,,,,,,
2438,3,3923,3813,,,,,,,,
2439,4,3929,3813,,,,,,,,
2440,0,3933,3814,,,,,,,,
2441,1,3937,3817,,,,,,,,
2442,2,3941,3820,,,,,,,,
2443,3,3945,3824,,,,,,,,
2444,4,3957,3824,,,,,,,,
2445,0,3961,3825,,,,,,,,
2446,1,3965,3828,,,,,,,,
2447,2,3970,3830,,,,,,,,
2448,3,3977,3831,,,,,,,,
2449,4,3984,3831,,,,,,,,
2450,0,3989,3831,,,,,,,,
2451,1,3993,3834,,,,,,,,
2452,2,4000,3834,,,,,,,,
2453,3,4006,3836,,,,,,,,
2454,4,4012,3836,,,,,,,,
2455,0,4016,3837,,,,,,,,
2456,1,4020,3840,,,,,,,,
2457,2,4024,3843,,,,,,,,
2458,3,4030,3845,,,,,,,,
2459,4,4036,3845,,,,,,,,
2460,0,4040,3846,,,,,,,,
2461,1,4045,3848,,,,,,,,
2462,2,4049,3851,,,,,,,,
2463,3,4053,3855,,,,,,,,
2464,4,4063,3855,,,,,,,,
2465,0,4067,3856,,,,,,,,
2466,1,4072,3858,,,,,,,,
2467,2,4077,3860,,,,,,,,
2468,3,4081,3864,,,,,,,,
2469,4,4091,3864,,,,,,,,
2470,0,4095,3865,,,,,,,,
2471,1,4099,3868,,,,,,,,
2472,2,4106,3868,,,,,,,,
2473,3,4118,3868,,,,,,,,
2474,4,4122,3870,,,,,,,,
2475,0,4126,3871,,,,,,,,
2476,1,4130,3874,,,,,,,,
2477,2,4134,3877,,,,,,,,
2478,3,4144,3877,,,,,,,,
2479,4,4150,3877,,,,,,,,
2480,0,4154,3878,,,,,,,,
2481,1,4159,3880,,,,,,,,
2482,2,4164,3882,,,,,,,,
2483,3,4168,3886,,,,,,,,
2484,4,4178,3886,,,,,,,,
2485,0,4182,3887,,,,,,,,
2486,1,4187,3889,,,,,,,,
2487,2,4191,3892,,,,,,,,
2488,3,4197,3894,,,,,,,,
2489,4,4201,3896,,,,,,,,
2490,0,4205,3897,,,,,,,,
2491,1,4209,3900,,,,,,,,
2492,2,4216,3900,,,,,,,,
2493,3,4222,3902,,,,,,,,
2494,4,4228,3902,,,,,,,,
2495,0,4232,3903,,,,,,,,
2496,1,4236,3906,,,,,,,,
2497,2,4243,3906,,,,,,,,
2498,3,4248,3909,,,,,,,,
2499,4,4252,3911,,,,,,,,
2500,0,4256,3912,,,,,,,,
2501,1,4260,3915,,,,,,,,
2502,2,4264,3918,,,,,,,,
2503,3,4270,3920,,,,,,,,
2504,4,4278,3920,,,,,,,,
2505,0,4282,3921,,,,,,,,
2506,1,4287,3923,,,,,,,,
2507,2,4293,3924,,,,,,,,
2508,3,4297,3928,,,,,,,,
2509,4,4307,3928,,,,,,,,
2510,0,4311,3929,,,,,,,,
2511,1,4315,3932,,,,,,,,
2512,2,4319,3935,,,,,,,,
2513,3,4334,3935,,,,,,,,
2514,4,4342,3935,,,,,,,,
2515,0,4348,3935,,,,,,,,
2516,1,4353,3937,,,,,,,,
2517,2,4357,3940,,,,,,,,
2518,3,4363,3942,,,,,,,,
2519,4,4367,3944,,,,,,,,
2520,0,4371,3945,,,,,,,,
2521,1,4376,3947,,,,,,,,
2522,2,4380,3950,,,,,,,,
2523,3,4389,3950,,,,,,,,
2524,4,4394,3951,,,,,,,,
2525,0,4398,3952,,,,,,,,
2526,1,4403,3954,,,,,,,,
2527,2,4409,3955,,,,,,,,
2528,3,4415,3957,,,,,,,,
2529,4,4419,3959,,,,,,,,
2530,0,4423,3960,,,,,,,,
2531,1,4427,3963,,,,,,,,
2532,2,4431,3966,,,,,,,,
2533,3,4441,3966,,,,,,,,
2534,4,4445,3968,,,,,,,,
2535,0,4449,3969,,,,,,,,
2536,1,4453,3972,,,,,,,,
2537,2,4457,3975,,,,,,,,
2538,3,4472,3975,,,,,,,,
2539,4,4491,3975,,,,,,,,
2540,0,4495,3976,,,,,,,,
2541,1,4499,3979,,,,,,,,
2542,2,4503,3982,,,,,,,,
2543,3,4516,3982,,,,,,,,
2544,4,4525,3982,,,,,,,,
2545,0,4529,3983,,,,,,,,
2546,1,4533,3986,,,,,,,,
2547,2,4537,3989,,,,,,,,
2548,3,4551,3989,,,,,,,,
2549,4,4555,3991,,,,,,,,
2550,0,4563,3991,,,,,,,,
2551,1,4570,3991,,,,,,,,
2552,2,4574,3994,,,,,,,,
2553,3,4587,3994,,,,,,,,
2554,4,4591,3996,,,,,,,,
2555,0,4595,3997,,,,,,,,
2556,1,4599,4000,,,,,,,,
2557,2,4603,4003,,,,,,,,
2558,3,4620,4003,,,,,,,,
2559,4,4626,4003,,,,,,,,
2560,0,4630,4004,,,,,,,,
2561,1,4634,4007,,,,,,,,
2562,2,4638,4010,,,,,,,,
2563,3,4644,4012,,,,,,,,
2564,4,4650,4012,,,,,,,,
2565,0,4654,4013,,,,,,,,
2566,1,4658,4016,,,,,,,,
2567,2,4662,4019,,,,,,,,
2568,3,4668,4021,,,,,,,,
2569,4,4674,4021,,,,,,,,
2570,0,4678,4022,,,,,,,,
2571,1,4682,4025,,,,,,,,
2572,2,4689,4025,,,,,,,,
2573,3,4696,4026,,,,,,,,
2574,4,4700,4028,,,,,,,,
2575,0,4704,4029,,,,,,,,
2576,1,4708,4032,,,,,,,,
2577,2,4715,4032,,,,,,,,
2578,3,4721,4034,,,,,,,,
2579,4,4725,4036,,,,,,,,
2580,0,4733,4036,,,,,,,,
2581,1,4740,4036,,,,,,,,
2582,2,4745,4038,,,,,,,,
2583,3,4751,4040,,,,,,,,
2584,4,4755,4042,,,,,,,,
2585,0,4759,4043,,,,,,,,
2586,1,4764,4045,,,,,,,,
2587,2,4768,4048,,,,,,,,
2588,3,4776,4048,,,,,,,,
2589,4,4780,4050,,,,,,,,
2590,0,4784,4051,,,,,,,,
2591,1,4788,4054,,,,,,,,
2592,2,4793,4056,,,,,,,,
2593,3,4810,4056,,,,,,,,
2594,4,4823,4056,,,,,,,,
2595,0,4827,4057,,,,,,,,
2596,1,4831,4060,,,,,,,,
2597,2,4835,4063,,,,,,,,
2598,3,4841,4065,,,,,,,,
2599,4,4856,4065,,,,,,,,
2600,0,4862,4065,,,,,,,,
2601,1,4867,4067,,,,,,,,
2602,2,4872,4069,,,,,,,,
2603,3,4888,4069,,,,,,,,
2604,4,4894,4069,,,,,,,,
2605,0,4898,4070,,,,,,,,
2606,1,4902,4073,,,,,,,,
2607,2,4906,4076,,,,,,,,
2608,3,4910,4080,,,,,,,,
2609,4,4914,4082,,,,,,,,
2610,0,4918,4083,,,,,,,,
2611,1,4922,4086,,,,,,,,
2612,2,4927,4088,,,,,,,,
2613,3,4933,4090,,,,,,,,
2614,4,4937,4092,,,,,,,,
2615,0,4941,4093,,,,,,,,
2616,1,4945,4096,,,,,,,,
2617,2,4952,4096,,,,,,,,
2618,3,4956,4100,,,,,,,,
2619,4,4964,4100,,,,,,,,
2620,0,4968,4101,,,,,,,,
2621,1,4973,4103,,,,,,,,
2622,2,4979,4104,,,,,,,,
2623,3,4985,4106,,,,,,,,
2624,4,4993,4106,,,,,,,,
2625,0,4997,4107,,,,,,,,
2626,1,5004,4107,,,,,,,,
2627,2,5008,4110,,,,,,,,
2628,3,5012,4114,,,,,,,,
2629,4,5022,4114,,,,,,,,
2630,0,5026,4115,,,,,,,,
2631,1,5031,4117,,,,,,,,
2632,2,5036,4119,,,,,,,,
2633,3,5042,4121,,,,,,,,
2634,4,5051,4121,,,,,,,,
2635,0,5055,4122,,,,,,,,
2636,1,5059,4125,,,,,,,,
2637,2,5064,4127,,,,,,,,
2638,3,5070,4129,,,,,,,,
2639,4,5081,4129,,,,,,,,
2640,0,5089,4129,,,,,,,,
2641,1,5094,4131,,,,,,,,
2642,2,5098,4134,,,,,,,,
2643,3,5104,4136,,,,,,,,
2644,4,5108,4138,,,,,,,,
2645,0,5112,4139,,,,,,,,
2646,1,5116,4142,,,,,,,,
2647,2,5120,4145,,,,,,,,
2648,3,5126,4147,,,,,,,,
2649,4,5132,4147,,,,,,,,
2650,0,5136,4148,,,,,,,,
2651,1,5140,4151,,,,,,,,
2652,2,5144,4154,,,,,,,,
2653,3,5150,4156,,,,,,,,
2654,4,5158,4156,,,,,,,,
2655,0,5162,4157,,,,,,,,
2656,1,5167,4159,,,,,,,,
2657,2,5172,4161,,,,,,,,
2658,3,5178,4163,,,,,,,,
2659,4,5187,4163,,,,,,,,
2660,0,5191,4164,,,,,,,,
2661,1,5196,4166,,,,,,,,
2662,2,5200,4169,,,,,,,,
2663,3,5206,4171,,,,,,,,
2664,4,5210,4173,,,,,,,,
2665,0,5214,4174,,,,,,,,
2666,1,5218,4177,,,,,,,,
2667,2,5225,4177,,,,,,,,
2668,3,5229,4181,,,,,,,,
2669,4,5233,4183,,,,,,,,
2670,0,5237,4184,,,,,,,,
2671,1,5249,4184,,,,,,,,
2672,2,5253,4187,,,,,,,,
2673,3,5257,4191,,,,,,,,
2674,4,5261,4193,,,,,,,,
2675,0,5265,4194,,,,,,,,
2676,1,5270,4196,,,,,,,,
2677,2,5274,4199,,,,,,,,
2678,3,5280,4201,,,,,,,,
2679,4,5290,4201,,,,,,,,
2680,0,5294,4202,,,,,,,,
2681,1,5298,4205,,,,,,,,
2682,2,5303,4207,,,,,,,,
2683,3,5307,4211,,,,,,,,
2684,4,5311,4213,,,,,,,,
2685,0,5323,4213,,,,,,,,
2686,1,5327,4216,,,,,,,,
2687,2,5341,4216,,,,,,,,
2688,3,5354,4216,,,,,,,,
2689,4,5359,4217,,,,,,,,
2690,0,5363,4218,,,,,,,,
2691,1,5367,4221,,,,,,,,
2692,2,5372,4223,,,,,,,,
2693,3,5388,4223,,,,,,,,
2694,4,5400,4223,,,,,,,,
2695,0,5404,4224,,,,,,,,
2696,1,5408,4227,,,,,,,,
2697,2,5415,4227,,,,,,,,
2698,3,5419,4231,,,,,,,,
2699,4,5427,4231,,,,,,,,
2700,0,5431,4232,,,,,,,,
2701,1,5435,4235,,,,,,,,
2702,2,5442,4235,,,,,,,,
2703,3,5456,4235,,,,,,,,
2704,4,5460,4237,,,,,,,,
2705,0,5464,4238,,,,,,,,
2706,1,5469,4240,,,,,,,,
2707,2,5473,4243,,,,,,,,
2708,3,5482,4243,,,,,,,,
2709,4,5486,4245,,,,,,,,
2710,0,5490,4246,,,,,,,,
2711,1,5494,4249,,,,,,,,
2712,2,5499,4251,,,,,,,,
2713,3,5505,4253,,,,,,,,
2714,4,5509,4255,,,,,,,,
2715,0,5513,4256,,,,,,,,
2716,1,5517,4259,,,,,,,,
2717,2,5524,4259,,,,,,,,
2718,3,5530,4261,,,,,,,,
2719,4,5536,4261,,,,,,,,
2720,0,5540,4262,,,,,,,,
2721,1,5544,4265,,,,,,,,
2722,2,5549,4267,,,,,,,,
2723,3,5555,4269,,,,,,,,
2724,4,5563,4269,,,,,,,,
2725,0,5569,4269,,,,,,,,
2726,1,5574,4271,,,,,,,,
2727,2,5581,4271,,,,,,,,
2728,3,5587,4273,,,,,,,,
2729,4,5593,4273,,,,,,,,
2730,0,5597,4274,,,,,,,,
2731,1,5601,4277,,,,,,,,
2732,2,5605,4280,,,,,,,,
2733,3,5611,4282,,,,,,,,
2734,4,5617,4282,,,,,,,,
2735,0,5621,4283,,,,,,,,
2736,1,5626,4285,,,,,,,,
2737,2,5631,4287,,,,,,,,
2738,3,5638,4288,,,,,,,,
2739,4,5645,4288,,,,,,,,
2740,0,5650,4288,,,,,,,,
2741,1,5654,4291,,,,,,,,
2742,2,5658,4294,,,,,,,,
2743,3,5664,4296,,,,,,,,
2744,4,5668,4298,,,,,,,,
2745,0,5672,4299,,,,,,,,
2746,1,5676,4302,,,,,,,,
2747,2,5680,4305,,,,,,,,
2748,3,5701,4305,,,,,,,,
2749,4,5707,4305,,,,,,,,
2750,0,5711,4306,,,,,,,,
2751,1,5716,4308,,,,,,,,
2752,2,5720,4311,,,,,,,,
2753,3,5728,4311,,,,,,,,
2754,4,5732,4313,,,,,,,,
2755,0,5736,4314,,,,,,,,
2756,1,5740,4317,,,,,,,,
2757,2,5747,4317,,,,,,,,
2758,3,5752,4320,,,,,,,,
2759,4,5759,4320,,,,,,,,
2760,0,5764,4320,,,,,,,,
2761,1,5768,4323,,,,,,,,
2762,2,5773,4325,,,,,,,,
2763,3,5779,4327,,,,,,,,
2764,4,5787,4327,,,,,,,,
2765,0,5791,4328,,,,,,,,
2766,1,5796,4330,,,,,,,,
2767,2,5800,4333,,,,,,,,
2768,3,5804,4337,,,,,,,,
2769,4,5808,4339,,,,,,,,
2770,0,5812,4340,,,,,,,,
2771,1,5816,4343,,,,,,,,
2772,2,5820,4346,,,,,,,,
2773,3,5826,4348,,,,,,,,
2774,4,5838,4348,,,,,,,,
2775,0,5842,4349,,,,,,,,
2776,1,5847,4351,,,,,,,,
2777,2,5852,4353,,,,,,,,
2778,3,5859,4354,,,,,,,,
2779,4,5866,4354,,,,,,,,
2780,0,5871,4354,,,,,,,,
2781,1,5875,4357,,,,,,,,
2782,2,5880,4359,,,,,,,,
2783,3,5886,4361,,,,,,,,
2784,4,5895,4361,,,,,,,,
2785,0,5899,4362,,,,,,,,
2786,1,5904,4364,,,,,,,,
2787,2,5908,4367,,,,,,,,
2788,3,5917,4367,,,,,,,,
2789,4,5923,4367,,,,,,,,
2790,0,5927,4368,,,,,,,,
2791,1,5932,4370,,,,,,,,
2792,2,5937,4372,,,,,,,,
2793,3,5947,4372,,,,,,,,
2794,4,5953,4372,,,,,,,,
2795,0,5957,4373,,,,,,,,
2796,1,5961,4376,,,,,,,,
2797,2,5968,4376,,,,,,,,
2798,3,5974,4378,,,,,,,,
2799,4,5978,4380,,,,,,,,
2800,0,5982,4381,,,,,,,,
2801,1,5986,4384,,,,,,,,
2802,2,5990,4387,,,,,,,,
2803,3,5996,4389,,,,,,,,
2804,4,6002,4389,,,,,,,,
2805,0,6006,4390,,,,,,,,
2806,1,6011,4392,,,,,,,,
2807,2,6015,4395,,,,,,,,
2808,3,6033,4395,,,,,,,,
2809,4,6042,4395,,,,,,,,
